epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,5151.5,0.53791,0.45226,1.68018,0.90168,0.90329,0.91761,0.73168,0.88034,0.64505,2.73105,0.0008119,0.0008119,0.0008119
21,5406.87,0.53548,0.44977,1.66467,0.94864,0.88655,0.92407,0.70753,0.91794,0.66556,2.50175,0.000802,0.000802,0.000802
22,5661.83,0.52873,0.44488,1.67093,0.83305,0.89129,0.91313,0.72226,0.88233,0.67288,2.40752,0.0007921,0.0007921,0.0007921
23,5917.1,0.51754,0.43587,1.65444,0.845,0.89217,0.91419,0.71849,0.89026,0.68157,2.49052,0.0007822,0.0007822,0.0007822
24,6172.31,0.51313,0.43087,1.65934,0.9445,0.7797,0.89477,0.69935,0.91839,0.72928,2.23355,0.0007723,0.0007723,0.0007723
25,6427.7,0.51169,0.43058,1.65978,0.89225,0.89504,0.91622,0.72518,0.8949,0.66752,2.4208,0.0007624,0.0007624,0.0007624
26,6683.49,0.50284,0.42269,1.6539,0.924,0.86601,0.92293,0.73352,0.89403,0.67085,2.51442,0.0007525,0.0007525,0.0007525
27,6938.95,0.50065,0.4206,1.64393,0.9232,0.89629,0.92621,0.74336,0.86348,0.64324,2.54261,0.0007426,0.0007426,0.0007426
28,7194.65,0.49914,0.41946,1.64003,0.92267,0.9051,0.92873,0.73627,0.88599,0.67306,2.51426,0.0007327,0.0007327,0.0007327
29,7449.53,0.49671,0.41387,1.63802,0.89881,0.88654,0.91573,0.73171,0.87986,0.68,2.44531,0.0007228,0.0007228,0.0007228
30,7704.54,0.48568,0.40872,1.6338,0.90391,0.88987,0.91346,0.72827,0.88741,0.65787,2.43701,0.0007129,0.0007129,0.0007129
31,7959.8,0.48792,0.40868,1.6334,0.91845,0.87048,0.92616,0.73489,0.8609,0.65017,2.3622,0.000703,0.000703,0.000703
32,8214.95,0.48125,0.40157,1.6284,0.91328,0.88094,0.90597,0.72636,0.87281,0.65304,2.25909,0.0006931,0.0006931,0.0006931
33,8470.5,0.47829,0.40081,1.62611,0.93136,0.77153,0.90678,0.72976,0.87129,0.71843,2.36553,0.0006832,0.0006832,0.0006832
34,8726.29,0.47166,0.39572,1.61853,0.89024,0.86216,0.90252,0.73418,0.85004,0.63122,2.42326,0.0006733,0.0006733,0.0006733
35,8981.63,0.46666,0.39143,1.61376,0.88715,0.88731,0.90433,0.73589,0.85342,0.65223,2.47972,0.0006634,0.0006634,0.0006634
36,9237.16,0.46602,0.39104,1.6117,0.90392,0.90401,0.91562,0.74033,0.86334,0.66943,2.30503,0.0006535,0.0006535,0.0006535
37,9493.16,0.46466,0.38895,1.61203,0.88363,0.89835,0.91324,0.73145,0.86064,0.66923,2.22265,0.0006436,0.0006436,0.0006436
38,9748.44,0.46175,0.38758,1.62159,0.85272,0.89771,0.91119,0.73814,0.8524,0.66412,2.30255,0.0006337,0.0006337,0.0006337
39,10003.6,0.45872,0.38264,1.60907,0.85519,0.88113,0.9129,0.73799,0.84629,0.67437,2.39304,0.0006238,0.0006238,0.0006238
40,10259.1,0.45377,0.38054,1.60488,0.8735,0.88367,0.91515,0.7411,0.85317,0.66994,2.4743,0.0006139,0.0006139,0.0006139
41,10515.2,0.44985,0.37728,1.60564,0.92268,0.79138,0.9152,0.73749,0.85905,0.68289,2.37348,0.000604,0.000604,0.000604
42,10770.4,0.44887,0.37565,1.60905,0.87422,0.89925,0.91431,0.73177,0.84365,0.67761,2.40267,0.0005941,0.0005941,0.0005941
43,11025.7,0.45033,0.37571,1.61107,0.93208,0.76381,0.90555,0.72171,0.85063,0.68764,2.46374,0.0005842,0.0005842,0.0005842
44,11281,0.44409,0.37209,1.60601,0.88307,0.8777,0.91114,0.73045,0.8437,0.6552,2.40512,0.0005743,0.0005743,0.0005743
45,11536.4,0.44207,0.36954,1.5921,0.85379,0.88655,0.90897,0.73499,0.82961,0.6593,2.40623,0.0005644,0.0005644,0.0005644
46,11792,0.44118,0.3716,1.59705,0.86961,0.89488,0.91093,0.73453,0.82358,0.64403,2.40887,0.0005545,0.0005545,0.0005545
47,12047.4,0.43766,0.36664,1.59359,0.84267,0.90602,0.91225,0.74053,0.82185,0.67367,2.25889,0.0005446,0.0005446,0.0005446
48,12302.9,0.43823,0.36737,1.59464,0.90853,0.87818,0.91986,0.7401,0.82341,0.65679,2.33963,0.0005347,0.0005347,0.0005347
49,12558.7,0.43163,0.36062,1.59836,0.92385,0.79404,0.90761,0.74002,0.81878,0.6745,2.37447,0.0005248,0.0005248,0.0005248
50,12814.4,0.43029,0.35954,1.59195,0.89422,0.89357,0.91074,0.73732,0.82279,0.64545,2.44653,0.0005149,0.0005149,0.0005149
51,13069.8,0.42918,0.35989,1.59483,0.89107,0.89727,0.91478,0.74642,0.82128,0.64475,2.42101,0.000505,0.000505,0.000505
52,13324.4,0.42697,0.35641,1.58852,0.88572,0.86637,0.91487,0.74272,0.81562,0.66395,2.35345,0.0004951,0.0004951,0.0004951
53,13580,0.42688,0.35688,1.58537,0.90615,0.86779,0.92066,0.75408,0.8094,0.66096,2.37111,0.0004852,0.0004852,0.0004852
54,13835.6,0.4261,0.35626,1.59239,0.89507,0.89779,0.92305,0.7555,0.81042,0.66407,2.37078,0.0004753,0.0004753,0.0004753
55,14091.1,0.42118,0.35299,1.58174,0.87606,0.88799,0.92349,0.75696,0.8102,0.65793,2.34055,0.0004654,0.0004654,0.0004654
56,14346.6,0.41828,0.34957,1.58165,0.90104,0.88805,0.92323,0.74682,0.81485,0.65192,2.3372,0.0004555,0.0004555,0.0004555
57,14601.8,0.42099,0.35283,1.57765,0.85916,0.90513,0.92653,0.75047,0.81235,0.65033,2.39513,0.0004456,0.0004456,0.0004456
58,14857.1,0.4165,0.34766,1.58116,0.88025,0.90245,0.92421,0.75134,0.8086,0.64729,2.38893,0.0004357,0.0004357,0.0004357
59,15112.9,0.41508,0.34858,1.58348,0.91934,0.89409,0.92455,0.75494,0.80858,0.62822,2.38065,0.0004258,0.0004258,0.0004258
60,15368.6,0.41242,0.34483,1.58517,0.92845,0.892,0.92734,0.75519,0.81064,0.62369,2.42362,0.0004159,0.0004159,0.0004159
61,15624,0.41191,0.34367,1.57536,0.93788,0.89183,0.92618,0.75546,0.8131,0.61578,2.41096,0.000406,0.000406,0.000406
62,15879.7,0.40768,0.34399,1.58177,0.93543,0.88687,0.92403,0.75632,0.81668,0.62932,2.41021,0.0003961,0.0003961,0.0003961
63,16135.1,0.40854,0.34078,1.57508,0.93011,0.89527,0.92974,0.76083,0.81379,0.63564,2.40876,0.0003862,0.0003862,0.0003862
64,16390.5,0.40902,0.34358,1.57082,0.92209,0.89533,0.93008,0.75986,0.81139,0.63505,2.42731,0.0003763,0.0003763,0.0003763
65,16646.4,0.40683,0.34061,1.56958,0.91639,0.89629,0.92852,0.7634,0.80862,0.63981,2.40844,0.0003664,0.0003664,0.0003664
66,16901.7,0.40584,0.33959,1.57299,0.90399,0.89572,0.92682,0.75971,0.80882,0.64402,2.44519,0.0003565,0.0003565,0.0003565
67,17157.2,0.40523,0.33887,1.5669,0.89742,0.89557,0.92673,0.75804,0.80817,0.64805,2.43904,0.0003466,0.0003466,0.0003466
68,17412.6,0.40348,0.33866,1.57203,0.89,0.88993,0.92415,0.75442,0.80816,0.6554,2.42832,0.0003367,0.0003367,0.0003367
69,17668.6,0.40041,0.33506,1.56838,0.88597,0.88949,0.92547,0.75311,0.80888,0.65887,2.45386,0.0003268,0.0003268,0.0003268
70,17924.3,0.399,0.3334,1.56748,0.88573,0.88997,0.92614,0.75778,0.80704,0.65756,2.46252,0.0003169,0.0003169,0.0003169
71,18180.4,0.39706,0.33477,1.56725,0.88705,0.88431,0.92427,0.76005,0.80617,0.65391,2.45488,0.000307,0.000307,0.000307
72,18436.3,0.39666,0.33214,1.5689,0.88572,0.88111,0.92543,0.76307,0.80548,0.65213,2.45134,0.0002971,0.0002971,0.0002971
73,18691.9,0.39413,0.33104,1.56137,0.90377,0.87691,0.92718,0.76364,0.80513,0.65126,2.44681,0.0002872,0.0002872,0.0002872
74,18947.5,0.3974,0.33272,1.56712,0.88856,0.88169,0.92666,0.76261,0.8067,0.65484,2.45236,0.0002773,0.0002773,0.0002773
75,19202.6,0.39409,0.33158,1.56397,0.86542,0.88288,0.92448,0.76349,0.80661,0.65844,2.44445,0.0002674,0.0002674,0.0002674
76,19458.3,0.39364,0.32943,1.56913,0.85487,0.87117,0.92477,0.76187,0.80706,0.66188,2.45197,0.0002575,0.0002575,0.0002575
77,19714.4,0.39208,0.3297,1.56264,0.85713,0.88546,0.92427,0.76179,0.80476,0.65821,2.46078,0.0002476,0.0002476,0.0002476
78,19969.8,0.38983,0.32673,1.56403,0.86156,0.88539,0.92421,0.76077,0.80465,0.66103,2.46477,0.0002377,0.0002377,0.0002377
79,20225.4,0.39146,0.32908,1.56059,0.87162,0.88133,0.92435,0.75971,0.80446,0.66003,2.47415,0.0002278,0.0002278,0.0002278
80,20480.9,0.38864,0.32721,1.55151,0.88539,0.8786,0.92536,0.76017,0.80448,0.6585,2.47001,0.0002179,0.0002179,0.0002179
81,20737.1,0.38708,0.32593,1.56059,0.88131,0.87946,0.92558,0.76115,0.80497,0.66019,2.45782,0.000208,0.000208,0.000208
82,20992.1,0.38615,0.32538,1.55929,0.88648,0.88032,0.92562,0.76212,0.80517,0.65961,2.45743,0.0001981,0.0001981,0.0001981
83,21247.8,0.38795,0.32505,1.56166,0.87663,0.88339,0.92499,0.7612,0.80491,0.66191,2.46199,0.0001882,0.0001882,0.0001882
84,21503.7,0.38497,0.32523,1.56172,0.87541,0.8765,0.92515,0.76122,0.80485,0.66339,2.46486,0.0001783,0.0001783,0.0001783
85,21759.3,0.38504,0.32314,1.56247,0.87513,0.88128,0.9257,0.76113,0.8047,0.66153,2.46611,0.0001684,0.0001684,0.0001684
86,22014.9,0.38256,0.32203,1.54947,0.86743,0.88062,0.92505,0.75975,0.80371,0.6603,2.46773,0.0001585,0.0001585,0.0001585
87,22270.6,0.38032,0.32097,1.55448,0.86859,0.88868,0.92494,0.75898,0.80373,0.65942,2.47211,0.0001486,0.0001486,0.0001486
88,22526,0.3791,0.31908,1.55011,0.87112,0.88478,0.92523,0.75976,0.80335,0.65876,2.47102,0.0001387,0.0001387,0.0001387
89,22780.8,0.38328,0.32169,1.56518,0.87115,0.88937,0.92503,0.75914,0.80288,0.65651,2.47303,0.0001288,0.0001288,0.0001288
90,23035.8,0.38034,0.32024,1.55654,0.87143,0.87404,0.92474,0.75819,0.80319,0.65696,2.47779,0.0001189,0.0001189,0.0001189
91,23291.4,0.34172,0.27783,1.55353,0.86988,0.88859,0.92401,0.75634,0.8029,0.6565,2.48506,0.000109,0.000109,0.000109
92,23545.3,0.32138,0.26622,1.54015,0.8692,0.87644,0.92315,0.75754,0.80139,0.65741,2.48684,9.91e-05,9.91e-05,9.91e-05
93,23799.9,0.31253,0.26228,1.5481,0.86486,0.87817,0.92166,0.75797,0.80015,0.6586,2.48731,8.92e-05,8.92e-05,8.92e-05
94,24055,0.30924,0.25796,1.53905,0.86083,0.87741,0.92106,0.75889,0.79946,0.66068,2.48686,7.93e-05,7.93e-05,7.93e-05
95,24309.7,0.30612,0.25584,1.53362,0.85934,0.8803,0.92017,0.75834,0.79881,0.66241,2.48729,6.94e-05,6.94e-05,6.94e-05
96,24563.8,0.3033,0.25603,1.53804,0.85657,0.8782,0.91878,0.75735,0.79843,0.66403,2.48703,5.95e-05,5.95e-05,5.95e-05
97,24817.9,0.3007,0.25321,1.54525,0.8551,0.8781,0.91753,0.75785,0.7981,0.66493,2.48956,4.96e-05,4.96e-05,4.96e-05
98,25073,0.29999,0.25316,1.53286,0.85299,0.88022,0.91692,0.75764,0.79781,0.66662,2.4897,3.97e-05,3.97e-05,3.97e-05
99,25327.7,0.29909,0.25193,1.53535,0.85192,0.87626,0.91623,0.7567,0.7973,0.66683,2.49023,2.98e-05,2.98e-05,2.98e-05
100,25582,0.29859,0.25205,1.54059,0.85067,0.87082,0.91534,0.7565,0.79707,0.66706,2.49023,1.99e-05,1.99e-05,1.99e-05
